id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,n_attempts_color,n_attempts_head,n_attempts_legs,trial_index,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,EIG,entropy,notes,n_operations,n_unique_operations,same_as_last,sim_to_last_standard,prev_trial_indices_reuse,prev_trial_indices_remixing
1025,1,Kids,5- to 6-year-olds,5,70,-26.08163265306122,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,How many monsters have three legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,5.169925001442311,NA,5,5,NA,NA,NA,NA
1025,2,Kids,5- to 6-year-olds,5,70,-26.08163265306122,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,how many monsters have a square head?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,3.584962500721156,NA,5,5,0,0.7185001969337463,13,13
1025,3,Kids,5- to 6-year-olds,5,70,-26.08163265306122,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,how many monsters have a circle head?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,2,NA,5,5,1,0.7015421986579895,"13,3",13
1025,4,Kids,5- to 6-year-olds,5,70,-26.08163265306122,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many monsters have three legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,4.169925001442313,NA,5,5,1,0.7185001969337463,"13,3,2","3,2"
1026,1,Kids,5- to 6-year-olds,6,82,-14.08163265306122,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,who has the most legs?,NA,NA,NA,NA,6.754887502163456,invalid,NA,NA,NA,NA,NA,NA
1026,2,Kids,5- to 6-year-olds,6,82,-14.08163265306122,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,NA,NA,NA,NA,NA,4.584962500721156,skipped,NA,NA,NA,NA,NA,NA
1026,3,Kids,5- to 6-year-olds,6,82,-14.08163265306122,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Which monster has the least number of legs?,NA,NA,NA,NA,6.1699250014423175,invalid,NA,NA,NA,NA,NA,NA
1026,4,Kids,5- to 6-year-olds,6,82,-14.08163265306122,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Which monster has two legs?,NA,NA,NA,NA,3.169925001442312,invalid,NA,NA,NA,NA,NA,NA
1027,1,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Which color is the red monster's head?,NA,NA,NA,NA,4.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1027,2,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Which shape is the blue monster's head?,What shape is the blue monster's head?,(shape b),(shape c),1,3,NA,1,1,NA,NA,NA,NA
1027,3,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Which is the color of the red monster's head?,NA,NA,NA,NA,1,invalid,NA,NA,NA,NA,NA,NA
1027,4,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Which shape is the shape of the blue monster's head?,What shape is the blue monster's head?,(shape b),(shape c),0.9999999999999996,5.169925001442311,NA,1,1,1,NA,6,
1029,1,Kids,5- to 6-year-olds,6,77,-19.08163265306122,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,purple one has one leg,NA,NA,NA,NA,4.754887502163473,invalid,NA,NA,NA,NA,NA,NA
1029,2,Kids,5- to 6-year-olds,6,77,-19.08163265306122,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,the purple one has a circle head,NA,NA,NA,NA,4.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1029,3,Kids,5- to 6-year-olds,6,77,-19.08163265306122,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,the red one has three legs,NA,NA,NA,NA,4.169925001442313,invalid,NA,NA,NA,NA,NA,NA
1029,4,Kids,5- to 6-year-olds,6,77,-19.08163265306122,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,the purple one has three legs,NA,NA,NA,NA,3.169925001442312,invalid,NA,NA,NA,NA,NA,NA
1030,1,Kids,7- to 8-year-olds,8,97,0.9183673469387799,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Does both of them have circle heads? Does both of them have square heads?,NA,NA,NA,NA,4.169925001442313,invalid,NA,NA,NA,NA,NA,NA
1030,2,Kids,7- to 8-year-olds,8,97,0.9183673469387799,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue one have one leg?,Does the blue monster have one leg?,(== (legs b) 1),(== (legs c) n),0.9182958340544892,4.584962500721156,NA,2,2,NA,NA,NA,NA
1030,3,Kids,7- to 8-year-olds,8,97,0.9183673469387799,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,2,2,0,0.5960772633552551,12,12
1030,4,Kids,7- to 8-year-olds,8,97,0.9183673469387799,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Does the purple one have one leg?,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544888,4.754887502163473,NA,2,2,1,0.603955864906311,"12,14",14
1038,1,Kids,9- to 10-year-olds,10,122,25.91836734693878,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the red one have?,How many legs does the red monster have?,(legs r),(legs c),1.584962500721156,5.75488750216347,NA,1,1,NA,NA,NA,NA
1038,2,Kids,9- to 10-year-olds,10,122,25.91836734693878,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,NA,NA,NA,NA,NA,4.754887502163473,skipped,NA,NA,NA,NA,NA,NA
1038,3,Kids,9- to 10-year-olds,10,122,25.91836734693878,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,how many legs does the purple have then the red?,NA,NA,NA,NA,4.169925001442313,invalid,NA,NA,NA,NA,NA,NA
1038,4,Kids,9- to 10-year-olds,10,122,25.91836734693878,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,NA,NA,NA,NA,NA,3,skipped,NA,NA,NA,NA,NA,NA
1040,1,Kids,9- to 10-year-olds,9,116,19.91836734693878,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do all the monsters have the same type of head?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,4,4,NA,NA,NA,NA
1040,2,Kids,9- to 10-year-olds,9,116,19.91836734693878,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does it have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,2.584962500721156,NA,2,2,0,0.7256131768226624,6,6
1040,3,Kids,9- to 10-year-olds,9,116,19.91836734693878,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do they both have circle heads?,Do the red monster and the blue monster both have a circle head?,(and (== (shape r) Circle) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),0.8112781244591328,2,NA,5,3,0,0.8043360710144043,"6,10","6,10"
1040,4,Kids,9- to 10-year-olds,9,116,19.91836734693878,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Is one of them circle and one of them square?,Is the purple monster's head a different shape from the blue monster's head?,(not (== (shape p) (shape b))),(not (== (shape c) (shape c))),1,3.584962500721156,NA,4,3,0,0.8000432252883911,"6,10,2","6,10,2"
1043,1,Kids,5- to 6-year-olds,6,75,-21.08163265306122,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,What's the monsters head look like?,NA,NA,NA,NA,5.169925001442311,ambiguous,NA,NA,NA,NA,NA,NA
1043,2,Kids,5- to 6-year-olds,6,75,-21.08163265306122,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many feet do the monsters have?,NA,NA,NA,NA,5.75488750216347,ambiguous,NA,NA,NA,NA,NA,NA
1043,3,Kids,5- to 6-year-olds,6,75,-21.08163265306122,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is their head and legs?,NA,NA,NA,NA,6.1699250014423175,invalid,NA,NA,NA,NA,NA,NA
1043,4,Kids,5- to 6-year-olds,6,75,-21.08163265306122,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shapes are the heads?,NA,NA,NA,NA,2,invalid,NA,NA,NA,NA,NA,NA
1045,1,Kids,7- to 8-year-olds,8,105,8.91836734693878,3,2,4,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have three legs?,Does the red monster have three legs?,(== (legs r) 3),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,2,2,NA,NA,NA,NA
1045,2,Kids,7- to 8-year-olds,8,105,8.91836734693878,3,2,4,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does one of the monsters have a square head?,Does one monster have a square head?,(== (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) 1),(== (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) n),1.0000000000000009,6.754887502163456,NA,6,5,0,0.6198863983154297,10,10
1045,3,Kids,7- to 8-year-olds,8,105,8.91836734693878,3,2,4,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Does any of the monsters have one leg?,Do any of the monsters have one leg?,(any (map (lambda x0 (== (legs x0) 1)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),0.8767162889994633,4.754887502163473,NA,5,5,0,0.7814760208129883,"10,5","10,5"
1045,4,Kids,7- to 8-year-olds,8,105,8.91836734693878,3,2,4,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,2,2,1,0.7705865502357483,"10,5,8","5,8"
1048,1,Kids,5- to 6-year-olds,6,74,-22.08163265306122,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have one leg?,Does the red monster have one leg?,(== (legs r) 1),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,2,2,NA,NA,NA,NA
1048,2,Kids,5- to 6-year-olds,6,74,-22.08163265306122,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Does the blue monster have a circle head?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1,3.584962500721156,NA,2,2,0,0.5658627152442932,10,10
1048,3,Kids,5- to 6-year-olds,6,74,-22.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Does the purple monster have a square head?,Does the purple monster have a square head?,(== (shape p) Square),(== (shape c) s),1,3,NA,2,2,1,0.602839469909668,"10,3",10
1048,4,Kids,5- to 6-year-olds,6,74,-22.08163265306122,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),0.9999999999999996,5.169925001442311,NA,2,2,1,0.6913474798202515,"10,3,6",10
1051,1,Kids,7- to 8-year-olds,7,87,-9.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Does the blue monster have a circle head?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1,3,NA,2,2,NA,NA,NA,NA
1051,2,Kids,7- to 8-year-olds,7,87,-9.08163265306122,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544892,4.169925001442313,NA,2,2,0,0.6117268800735474,6,6
1051,3,Kids,7- to 8-year-olds,7,87,-9.08163265306122,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Does the blue monster have a square shaped head?,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),0.9999999999999996,5.169925001442311,NA,2,2,1,0.6443815231323242,"6,9",9
1051,4,Kids,7- to 8-year-olds,7,87,-9.08163265306122,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,2,2,1,0.6652539968490601,"6,9,13","6,13"
1052,1,Kids,5- to 6-year-olds,6,72,-24.08163265306122,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,the red monster has square head,NA,NA,NA,NA,1,invalid,NA,NA,NA,NA,NA,NA
1052,2,Kids,5- to 6-year-olds,6,72,-24.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,the blue monster's leg has one leg and the purple monster has two legs and the red one has two legs,NA,NA,NA,NA,3,invalid,NA,NA,NA,NA,NA,NA
1052,3,Kids,5- to 6-year-olds,6,72,-24.08163265306122,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,the purple one has one leg but the other monsters we don't know which leg it has,NA,NA,NA,NA,6.1699250014423175,invalid,NA,NA,NA,NA,NA,NA
1052,4,Kids,5- to 6-year-olds,6,72,-24.08163265306122,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Why does the blue monster have a circle head and the other monsters have a square?,NA,NA,NA,NA,4.754887502163473,invalid,NA,NA,NA,NA,NA,NA
1054,1,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do they all have the same face shape?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,4,4,NA,NA,NA,NA
1054,2,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the purple and the red have everything the same?,Does the purple monster have the same number of legs and head shape as the red monster?,(and (== (legs p) (legs r)) (== (shape p) (shape r))),(and (== (legs c) (legs c)) (== (shape c) (shape c))),0.6500224216483543,2.584962500721156,NA,7,4,0,0.7368580102920532,6,6
1054,3,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do they all have the same amount of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),0.5032583347756459,5.75488750216347,NA,4,4,0,0.7702220678329468,"6,10","6,10"
1054,4,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Are the purple and the red monster's bodies the same?,NA,NA,NA,NA,4.169925001442313,ambiguous,NA,NA,NA,NA,NA,NA
1055,1,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Is the answer for the purple monster's legs a three?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,2,2,NA,NA,NA,NA
1055,2,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,is the blue monster and red monster and purple monster's heads are circle? And square?,NA,NA,NA,NA,3,ambiguous,NA,NA,NA,NA,NA,NA
1055,3,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,is the red monster's legs are three and the purple monster's face is circle and also the blue one?,"Does the red monster have three legs, the purple monster have a circle head, and the blue monster have a circle head?",(and (and (== (legs r) 3) (== (shape p) Circle)) (== (shape b) Circle)),(and (and (== (legs c) n) (== (shape c) s)) (== (shape c) s)),0.4138168503036336,3.584962500721156,NA,8,4,0,0.8237442970275879,1,1
1055,4,Kids,5- to 6-year-olds,5,65,-31.08163265306122,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Is the blue one's legs one and the purple legs own is two?,Does the blue monster have one leg and the purple monster have two legs?,(and (== (legs b) 1) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),0.5032583347756454,3.169925001442312,NA,5,3,0,0.8847091197967529,"1,3","1,3"
1057,1,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,4,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many monsters have three legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.6982458350160303,6.754887502163456,NA,5,5,NA,NA,NA,NA
1057,2,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,4,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How what are the monsters head?,NA,NA,NA,NA,4.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1057,3,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,4,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Is the red monster's head the same as the blue monster's head?,Is the red monster's head the same shape as the blue monster's head?,(== (shape r) (shape b)),(== (shape c) (shape c)),1,2.584962500721156,NA,3,2,0,0.4737215042114258,5,5
1057,4,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,4,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,What is the feet of the monsters?,NA,NA,NA,NA,4.169925001442313,invalid,NA,NA,NA,NA,NA,NA
1058,1,Kids,9- to 10-year-olds,10,127,30.91836734693878,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many legs does the blue one have?,How many legs does the blue monster have?,(legs b),(legs c),1.584962500721156,6.1699250014423175,NA,1,1,NA,NA,NA,NA
1058,2,Kids,9- to 10-year-olds,10,127,30.91836734693878,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,5,5,0,0.6190064549446106,7,7
1058,3,Kids,9- to 10-year-olds,10,127,30.91836734693878,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,How many legs do the monsters have?,NA,NA,NA,NA,5.169925001442311,ambiguous,NA,NA,NA,NA,NA,NA
1058,4,Kids,9- to 10-year-olds,10,127,30.91836734693878,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs do the monsters have?,NA,NA,NA,NA,3.169925001442312,ambiguous,NA,NA,NA,NA,NA,NA
1059,1,Kids,7- to 8-year-olds,7,95,-1.0816326530612201,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue and purple leg are they the same and is the blue three legs?,"Does the blue monster have the same number of legs as the purple monster, and is that number three?",(and (== (legs b) (legs p)) (== (legs b) 3)),(and (== (legs c) (legs c)) (== (legs c) n)),0.5032583347756454,3.169925001442312,NA,6,3,NA,NA,NA,NA
1059,2,Kids,7- to 8-year-olds,7,95,-1.0816326530612201,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,NA,NA,NA,NA,NA,5.75488750216347,skipped,NA,NA,NA,NA,NA,NA
1059,3,Kids,7- to 8-year-olds,7,95,-1.0816326530612201,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the blue monster have three legs?,Does the blue monster have three legs?,(== (legs b) 3),(== (legs c) n),0.91829583405449,6.1699250014423175,NA,2,2,0,0.87694251537323,11,11
1059,4,Kids,7- to 8-year-olds,7,95,-1.0816326530612201,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Hi um purple leg,NA,NA,NA,NA,3.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1060,1,Kids,5- to 6-year-olds,6,81,-15.08163265306122,3,3,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,What amount of legs does the purple one have?,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,4.754887502163473,NA,1,1,NA,NA,NA,NA
1060,2,Kids,5- to 6-year-olds,6,81,-15.08163265306122,3,3,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is the purple one's head?,What shape is the purple monster's head?,(shape p),(shape c),1,6.1699250014423175,NA,1,1,0,0.7266713380813599,8,8
1060,3,Kids,5- to 6-year-olds,6,81,-15.08163265306122,3,3,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,What amount of legs does the red one have?,How many legs does the red monster have?,(legs r),(legs c),1.584962500721156,3.584962500721156,NA,1,1,1,0.596203088760376,"8,7",7
1060,4,Kids,5- to 6-year-olds,6,81,-15.08163265306122,3,3,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,What is the amount of legs that the purple and blue one have?,NA,NA,NA,NA,3.169925001442312,ambiguous,NA,NA,NA,NA,NA,NA
1061,1,Kids,9- to 10-year-olds,9,111,14.91836734693878,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,1.584962500721156,NA,1,1,NA,NA,NA,NA
1061,2,Kids,9- to 10-year-olds,9,111,14.91836734693878,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,NA,NA,NA,NA,NA,4.169925001442313,skipped,NA,NA,NA,NA,NA,NA
1061,3,Kids,9- to 10-year-olds,9,111,14.91836734693878,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,How many legs do the purple red and blue monsters have all together?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),2.5259686330010975,4.754887502163473,NA,4,4,0,0.7946264743804932,1,1
1061,4,Kids,9- to 10-year-olds,9,111,14.91836734693878,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What do the purple blue and red monsters do?,NA,NA,NA,NA,6.1699250014423175,invalid,NA,NA,NA,NA,NA,NA
1062,1,Kids,7- to 8-year-olds,7,84,-12.08163265306122,4,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1,2.584962500721156,NA,5,5,NA,NA,NA,NA
1062,2,Kids,7- to 8-year-olds,7,84,-12.08163265306122,4,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many monsters have three feet?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.6982458350160303,6.754887502163456,NA,5,5,0,0.7015421986579895,10,10
1062,3,Kids,7- to 8-year-olds,7,84,-12.08163265306122,4,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,How many monsters have one foot?,How many monsters have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,5.169925001442311,NA,5,5,1,0.6764651536941528,"10,5",10
1062,4,Kids,7- to 8-year-olds,7,84,-12.08163265306122,4,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have three feet?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,3.169925001442312,NA,5,5,1,0.7015421986579895,"10,5,13",10
1064,1,Kids,5- to 6-year-olds,6,78,-18.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Is the blue monster's head the same as the purple monster's head?,Is the blue monster's head the same shape as the purple monster's head?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3,NA,3,2,NA,NA,NA,NA
1064,2,Kids,5- to 6-year-olds,6,78,-18.08163265306122,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Is the blue monster's legs the same amount as the purple's legs?,Does the blue monster have the same number of legs as the purple monster?,(== (legs b) (legs p)),(== (legs c) (legs c)),0.9182958340544896,3.169925001442312,NA,3,2,0,0.7529208660125732,6,6
1064,3,Kids,5- to 6-year-olds,6,78,-18.08163265306122,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is the purple monster's head the same shape as the blue's head?,Is the purple monster's head the same shape as the blue monster's head?,(== (shape p) (shape b)),(== (shape c) (shape c)),1,2,NA,3,2,1,0.748267650604248,"6,11",11
1064,4,Kids,5- to 6-year-olds,6,78,-18.08163265306122,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Is the purple's head the same shape as the red's?,Is the purple monster's head the same shape as the red monster's head?,(== (shape p) (shape r)),(== (shape c) (shape c)),1,3.584962500721156,NA,3,2,1,0.691606879234314,"6,11,2",11
1065,1,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,NA,NA,NA,NA,NA,4.584962500721156,skipped,NA,NA,NA,NA,NA,NA
1065,2,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,three legs,NA,NA,NA,NA,2.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1065,3,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,NA,NA,NA,NA,NA,6.1699250014423175,skipped,NA,NA,NA,NA,NA,NA
1065,4,Kids,7- to 8-year-olds,7,91,-5.08163265306122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,NA,NA,NA,NA,NA,3,skipped,NA,NA,NA,NA,NA,NA
