id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,notes,EIG,entropy,match_head,match_legs,target_match,target_sim_standard,target_dist,same_as_last,sim_to_last_standard,dist_to_last,prev_trial_indices_reuse,prev_trial_indices_remixing
1051,4,Kids,5- to 6-year-olds,6,81,-14.319634703196343,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the blue one have a circle head?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),NA,1,2,0,0,0,0.4664011001586914,10,1,0.618051290512085,2,"best_legs,overcomplex_legs,nonbest_legs",overcomplex_legs
1052,1,Kids,5- to 6-year-olds,5,63,-32.31963470319634,heads,bad,exposure,3,2,3,3,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"the blue monster's head, the red monster has a, the red monster has a round head and the purple monster has a red head",NA,NA,NA,invalid,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,2,Kids,5- to 6-year-olds,5,63,-32.31963470319634,heads,bad,exposure,3,2,3,3,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,"the monster has 1 leg, a square head",NA,NA,NA,invalid,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,3,Kids,5- to 6-year-olds,5,63,-32.31963470319634,heads,bad,exposure,3,2,3,3,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the purple monster have a round head or a square head?,What shape is the purple monster's head?,(shape p),(shape c),NA,1,6.1699250014423175,0,0,0,0.7084317803382874,11,NA,NA,NA,NA,NA
1052,4,Kids,5- to 6-year-olds,5,63,-32.31963470319634,heads,bad,exposure,3,2,3,3,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape head does the red monster have?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,1,NA,NA,best_heads,
1053,1,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any of the monsters have a square head?,Do any of the monsters have a square head?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.8112781244591324,6.754887502163456,0,0,0,0.5895617008209229,4,NA,NA,NA,NA,NA
1053,2,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do any of the monsters have a circle head?,Do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.8112781244591328,2,0,0,0,0.5523420572280884,4,1,NA,NA,best_legs,
1053,3,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do any of the monsters have a square?,Do any of the monsters have a square head?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995954,4.584962500721156,0,0,0,0.5895617008209229,4,1,NA,NA,"best_legs,zero_legs",
1053,4,Kids,7- to 8-year-olds,8,101,5.680365296803657,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do any of the monsters have two legs?,Do any of the monsters have two legs?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,0,0,0,0.8324239253997803,3,0,0.7304890155792236,2,"best_legs,zero_legs,nonbest_legs","best_legs,zero_legs,nonbest_legs"
1054,1,Kids,9- to 10-year-olds,9,109,13.680365296803657,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
1054,2,Kids,9- to 10-year-olds,9,109,13.680365296803657,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shape head is the red monster's?,What shape is the red monster's head?,(shape r),(shape c),NA,0.9999999999999998,4.584962500721156,0,0,0,0.5001871585845947,9,0,0.5984600782394409,1,overcomplex_legs,overcomplex_legs
1054,3,Kids,9- to 10-year-olds,9,109,13.680365296803657,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs are there altogether?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,0,0.7946264743804932,9,"overcomplex_legs,nonbest_legs","overcomplex_legs,nonbest_legs"
1054,4,Kids,9- to 10-year-olds,9,109,13.680365296803657,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shape is the blue monster's head?,What shape is the blue monster's head?,(shape b),(shape c),NA,1,2,0,0,0,0.4903737008571625,9,1,0.6117094159126282,1,"overcomplex_legs,nonbest_legs,best_legs","overcomplex_legs,best_legs"
1055,1,Kids,9- to 10-year-olds,9,113,17.680365296803657,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red monster's head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
1055,2,Kids,9- to 10-year-olds,9,113,17.680365296803657,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,0,0,0,0.7383034825325012,2,0,0.5557699203491211,11,overcomplex_heads,overcomplex_heads
1055,3,Kids,9- to 10-year-olds,9,113,17.680365296803657,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Which monsters have square heads?,NA,NA,NA,invalid,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,4,Kids,9- to 10-year-olds,9,113,17.680365296803657,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Which monsters have two legs?,NA,NA,NA,invalid,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,1,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,baseline,4,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,does the monster have a circle head,NA,NA,NA,ambiguous,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,2,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,baseline,4,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the blue monster have a square head?,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,1,2,0,0,0,0.5054612159729004,10,NA,NA,NA,NA,NA
1056,3,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,baseline,4,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the red monster have 1 leg or 2 legs,NA,NA,NA,ambiguous,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,4,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,baseline,4,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have 3 or 2 legs,NA,NA,NA,ambiguous,NA,1.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,1,Kids,9- to 10-year-olds,10,125,29.680365296803657,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6518522500991821,3,NA,NA,NA,NA,NA
1057,2,Kids,9- to 10-year-olds,10,125,29.680365296803657,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do all the monsters have added together?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,0,1,1,1,0,0,0.6518522500991821,3,zero_legs,zero_legs
1057,3,Kids,9- to 10-year-olds,10,125,29.680365296803657,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,1,0.6724658012390137,3,"zero_legs,overcomplex_legs",overcomplex_legs
1057,4,Kids,9- to 10-year-olds,10,125,29.680365296803657,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs is there in total?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,1,0.6724658012390137,3,"zero_legs,overcomplex_legs,nonbest_legs","zero_legs,nonbest_legs"
1058,1,Kids,9- to 10-year-olds,9,115,19.680365296803657,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue and purple monsters have each two legs?,Do the blue monster and the purple monster both have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,0,0,0,0.5472090244293213,11,NA,NA,NA,NA,NA
1058,2,Kids,9- to 10-year-olds,9,115,19.680365296803657,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do all monsters have a square head?,Do all the monsters have a square head?,(all (map (lambda x0 (== (shape x0) Square)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,0,0,0,0.9209755659103394,1,0,0.5823947191238403,11,zero_heads,zero_heads
1058,3,Kids,9- to 10-year-olds,9,115,19.680365296803657,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"Does the red monster have one leg, the purple have two legs, the blue monster have three legs?","Does the red monster have one leg, the purple monster have two legs, and the blue monster have three legs?",(and (and (== (legs r) 1) (== (legs p) 2)) (== (legs b) 3)),(and (and (== (legs c) n) (== (legs c) n)) (== (legs c) n)),NA,0.22853814395352817,5.75488750216347,0,0,0,0.5388418436050415,14,0,0.9195497632026672,5,"zero_heads,best_heads","zero_heads,best_heads"
1058,4,Kids,9- to 10-year-olds,9,115,19.680365296803657,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head or circle head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,0,0.6941381692886353,8,"zero_heads,best_heads,nonbest_heads","zero_heads,best_heads,nonbest_heads"
1059,1,Kids,5- to 6-year-olds,5,64,-31.319634703196343,heads,good,exposure,5,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,"um, why is it, what is the legs, 1, 2, __",NA,NA,NA,ambiguous,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,2,Kids,5- to 6-year-olds,5,64,-31.319634703196343,heads,good,exposure,5,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,"It 3 legs and 1 leg, 2 3 legs",NA,NA,NA,ambiguous,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,3,Kids,5- to 6-year-olds,5,64,-31.319634703196343,heads,good,exposure,5,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,"1, 2, 3",NA,NA,NA,invalid,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,4,Kids,5- to 6-year-olds,5,64,-31.319634703196343,heads,good,exposure,5,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,NA,NA,NA,NA,missing,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,1,Kids,7- to 8-year-olds,8,106,10.680365296803657,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,1,0,1,1,0,NA,NA,NA,NA,NA
1062,2,Kids,7- to 8-year-olds,8,106,10.680365296803657,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the red monster have?,How many legs does the red monster have?,(legs r),(legs c),NA,1.584962500721156,5.75488750216347,0,0,0,0.6261070370674133,11,0,0.6261070370674133,11,overcomplex_heads,overcomplex_heads
1062,3,Kids,7- to 8-year-olds,8,106,10.680365296803657,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6266854405403137,11,1,0.6266854405403137,11,"overcomplex_heads,nonbest_heads",overcomplex_heads
1062,4,Kids,7- to 8-year-olds,8,106,10.680365296803657,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is the blue monster's head?,What shape is the blue monster's head?,(shape b),(shape c),NA,1,6.1699250014423175,0,0,0,0.7162408232688904,11,0,0.7162408232688904,1,"overcomplex_heads,nonbest_heads,zero_heads","overcomplex_heads,nonbest_heads,zero_heads"
1064,1,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does blue and purple have two legs?,Do the blue monster and the purple monster both have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,0,0,0,0.5472090244293213,11,NA,NA,NA,NA,NA
1064,2,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does red and blue have two legs?,Do the red monster and the blue monster both have two legs?,(and (== (legs r) 2) (== (legs b) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756472,6.1699250014423175,0,0,0,0.5593434572219849,11,1,NA,NA,zero_heads,
1064,3,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does purple and blue have square heads?,Do the purple monster and the blue monster both have a square head?,(and (== (shape p) Square) (== (shape b) Square)),(and (== (shape c) s) (== (shape c) s)),NA,1.6017132519074586e-16,5.75488750216347,0,0,0,0.7752864360809326,9,0,0.7854642868041992,4,"zero_heads,best_heads","zero_heads,best_heads"
1064,4,Kids,7- to 8-year-olds,7,88,-7.319634703196343,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Do blue and red have circle heads?,Do the blue monster and the red monster both have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,-0,1,0,0,0,0.6466248631477356,9,1,0.7600817084312439,4,"zero_heads,best_heads,nonbest_heads","zero_heads,best_heads"
1065,1,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape does the red monster have?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
1065,2,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6293059587478638,11,0,0.5853571891784668,1,overcomplex_heads,overcomplex_heads
1065,3,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many legs does the red monster?,How many legs does the red monster have?,(legs r),(legs c),NA,1.584962500721156,6.1699250014423175,0,0,0,0.6261070370674133,11,1,0.7250090837478638,1,"overcomplex_heads,zero_heads",overcomplex_heads
1065,4,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What head does the blue monster have?,What shape is the blue monster's head?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,0,0,0,0.7162408232688904,11,1,0.7072505354881287,1,"overcomplex_heads,zero_heads,best_heads","zero_heads,best_heads"
1068,1,Kids,5- to 6-year-olds,6,82,-13.319634703196343,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do any of the monsters have circle heads?,Do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995954,4.584962500721156,0,0,0,0.5523420572280884,4,NA,NA,NA,NA,NA
1068,2,Kids,5- to 6-year-olds,6,82,-13.319634703196343,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,NA,NA,NA,NA,bad audio,NA,1.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,3,Kids,5- to 6-year-olds,6,82,-13.319634703196343,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the monsters have circle heads?,Do the red monster and the blue monster both have a circle head?,(and (== (shape r) Circle) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591328,2,0,0,0,0.5224781036376953,11,0,0.8498578071594238,9,nonbest_legs,nonbest_legs
1068,4,Kids,5- to 6-year-olds,6,82,-13.319634703196343,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any of the monsters have three legs?,Do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,6.754887502163456,0,0,0,0.8352585434913635,3,0,0.6785377264022827,2,"nonbest_legs,zero_legs","nonbest_legs,zero_legs"
1069,1,Kids,7- to 8-year-olds,7,89,-6.319634703196343,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have the same type of head as the blue monster?,Is the red monster's head the same shape as the blue monster's head?,(== (shape r) (shape b)),(== (shape c) (shape c)),NA,1,1,0,0,0,0.6543779969215393,10,NA,NA,NA,NA,NA
1069,2,Kids,7- to 8-year-olds,7,89,-6.319634703196343,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the purple one have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,5.75488750216347,0,0,0,0.6266854405403137,11,0,0.5199618339538574,4,overcomplex_heads,overcomplex_heads
1069,3,Kids,7- to 8-year-olds,7,89,-6.319634703196343,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do the blue and red monsters have the same number of legs as the purple one?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756472,6.1699250014423175,0,0,0,0.6630567908287048,4,0,0.7602323293685913,9,"overcomplex_heads,nonbest_heads","overcomplex_heads,nonbest_heads"
1069,4,Kids,7- to 8-year-olds,7,89,-6.319634703196343,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple monsters have the same number of legs as the red monster?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756454,3.169925001442312,0,0,0,0.6630567908287048,4,1,0.7602323293685913,9,"overcomplex_heads,nonbest_heads,best_heads","overcomplex_heads,nonbest_heads"
1072,1,Kids,5- to 6-year-olds,6,77,-18.319634703196343,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"The red, the red, monster has a square head",NA,NA,NA,invalid,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,2,Kids,5- to 6-year-olds,6,77,-18.319634703196343,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,The purple one has 3 legs,NA,NA,NA,invalid,NA,1.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,3,Kids,5- to 6-year-olds,6,77,-18.319634703196343,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,The purple has 3 legs,NA,NA,NA,invalid,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,4,Kids,5- to 6-year-olds,6,77,-18.319634703196343,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,The red one has a square head,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,1,Kids,7- to 8-year-olds,7,90,-5.319634703196343,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do the monsters all have three legs?,Do all the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,-1.6017132519074597e-15,4.584962500721156,0,0,0,0.8613627552986145,3,NA,NA,NA,NA,NA
1073,2,Kids,7- to 8-year-olds,7,90,-5.319634703196343,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,*Skips question *,NA,NA,NA,missing,NA,1.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,3,Kids,7- to 8-year-olds,7,90,-5.319634703196343,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,"Do all of the monsters have one leg, like the red monster?",Do all the monsters have one leg?,(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.22853814395352617,6.754887502163456,0,0,0,0.8395912647247314,3,1,NA,NA,nonbest_legs,
1073,4,Kids,7- to 8-year-olds,7,90,-5.319634703196343,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,I don't have a question this time,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1,Kids,9- to 10-year-olds,10,127,31.680365296803657,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do all the monsters have the same number of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756472,6.1699250014423175,0,0,0,0.6630567908287048,4,NA,NA,NA,NA,NA
1076,2,Kids,9- to 10-year-olds,10,127,31.680365296803657,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do they all have three legs?,Do all the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.22853814395352817,5.75488750216347,0,0,0,0.6669721007347107,3,0,0.8904070854187012,3,best_heads,best_heads
1076,3,Kids,9- to 10-year-olds,10,127,31.680365296803657,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,0,0.5766210556030273,10,"best_heads,nonbest_heads","best_heads,nonbest_heads"
1076,4,Kids,9- to 10-year-olds,10,127,31.680365296803657,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the purple and blue monsters have two legs each?,Do the purple monster and the blue monster both have two legs?,(and (== (legs p) 2) (== (legs b) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,0,0,0,0.5493308305740356,11,0,0.8008889555931091,7,"best_heads,nonbest_heads,overcomplex_heads","best_heads,nonbest_heads,overcomplex_heads"
